GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,F1MD95(Evidence code:IEA/Database source:InterPro:IPR002126)E1BJP8(Evidence code:IEA/Database source:InterPro:IPR002126)A7E335(Evidence code:IEA/Database source:InterPro:IPR002126)F1MS00(Evidence code:IEA/Database source:InterPro:IPR002126)Q2TBL2(Evidence code:IBA/Database source:PANTHER:PTN000589024)E1BD40(Evidence code:IEA/Database source:InterPro:IPR002126)F1MCA2(Evidence code:IEA/Database source:InterPro:IPR002126)E1B969(Evidence code:IEA/Database source:InterPro:IPR002126), CLSTN1 PCDHGA7 CDH16 RET CADM1 PCDHGB2 PCDHGB1 DCHS1,BP,8,8 of 16,4.62,50,5.389E-13,4.541E-11
GO:0010951,negative regulation of endopeptidase activity,F1MG91(Evidence code:IEA/Database source:GO:0004867)F1MW38(Evidence code:IEA/Database source:GO:0004867)A2VE29(Evidence code:IEA/Database source:GO:0004867)Q5BIR5(Evidence code:IEA/Database source:UniProtKB:P50452|ens)P56652(Evidence code:IEA/Database source:GO:0004867)A5PJ69(Evidence code:IEA/Database source:GO:0004867)A5PK77(Evidence code:IEA/Database source:GO:0004867)E1BF81(Evidence code:IEA/Database source:GO:0004867)G8JKW7(Evidence code:IEA/Database source:GO:0004867), SERPINB2 CRIM1 ITIH5 SERPINB8 ITIH3 SERPINA10 SERPINA11 SERPINA6 SERPINA3,BP,9,9 of 31,5.2,29.03,1.038E-12,8.022E-11
GO:0006508,proteolysis,Q17QK3(Evidence code:ISS/Database source:UniProtKB:Q9Y646)I2E4T6(Evidence code:IEA/Database source:GO:0004252)A8E4N2(Evidence code:IEA/Database source:InterPro:IPR001254)A6QPT7(Evidence code:IEA/Database source:InterPro:IPR001930)A7YWG4(Evidence code:IEA/Database source:GO:0034722)Q95M12(Evidence code:IEA/Database source:InterPro:IPR001096)P25975(Evidence code:IEA/Database source:InterPro:IPR000668)Q0V8B6(Evidence code:IEA/Database source:InterPro:IPR030400|I)F1MYJ3(Evidence code:IEA/Database source:UniProtKB:P36269|ens)Q0VCU3(Evidence code:IEA/Database source:InterPro:IPR000668)P00743(Evidence code:IEA/Database source:InterPro:IPR001254|I)Q9GLE5(Evidence code:IEA/Database source:InterPro:IPR001818|I)P98140(Evidence code:IEA/Database source:InterPro:IPR001254|I)Q2KJ63(Evidence code:IEA/Database source:InterPro:IPR000177|I)Q28193(Evidence code:IEA/Database source:InterPro:IPR000209|I)F1N1S6(Evidence code:IEA/Database source:InterPro:IPR001254|I), CPQ MASP2 MASP1 ERAP2 GGH LGMN CTSL TPP1 GGT5 CTSF F10 MMP2 F12 KLKB1 FURIN C1RL,BP,16,16 of 230,9.25,6.96,1.322E-12,9.429E-11
GO:0030246,carbohydrate binding,A6QP79(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)E1BBP1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)Q07537(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)Q9MYM4(Evidence code:IEA/Database source:InterPro:IPR011013)A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens)E1BKQ9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)Q2HJD1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)G3MY87(Evidence code:IEA/Database source:InterPro:IPR011013)P49259(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)I2E4T6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0430)E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens), COLEC12 GALNT3 GALNT1 GAA LMAN2 GALNT5 LMAN2L MGAM PLA2R1 MASP2 CNTN2,MF,11,11 of 73,6.36,15.07,1.799E-12,1.191E-10
GO:0007399,nervous system development,E1BD40(Evidence code:IBA/Database source:PANTHER:PTN001932250)Q0V8B6(Evidence code:ISS/Database source:UniProtKB:O14773)Q5EA85(Evidence code:IEA/Database source:UniProtKB-KW:KW-0524)E1BJP8(Evidence code:IBA/Database source:PANTHER:PTN001932250)F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens)F1MNL4(Evidence code:IEA/Database source:InterPro:IPR033024)A7MB70(Evidence code:IEA/Database source:UniProtKB-KW:KW-0524)P45478(Evidence code:ISS/Database source:UniProtKB:P50897)E1BPC9(Evidence code:IEA/Database source:InterPro:IPR032991), PCDHGB2 TPP1 SEMA4A PCDHGA7 RET NEO1 SEMA3C PPT1 CNTN2,BP,9,9 of 36,5.2,25,3.281E-12,2.028E-10
GO:0007155,cell adhesion,A6QLR1(Evidence code:IEA/Database source:InterPro:IPR033320)F1MCA2(Evidence code:IEA/Database source:InterPro:IPR020894)E1BJP8(Evidence code:IEA/Database source:InterPro:IPR020894)Q9TTK6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)Q3SWW8(Evidence code:IEA/Database source:InterPro:IPR003367|I)Q9MYY0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)A7E335(Evidence code:IEA/Database source:InterPro:IPR020894)F1MS00(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)Q9GKR2(Evidence code:IEA/Database source:InterPro:IPR008424)F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)Q28161(Evidence code:IEA/Database source:InterPro:IPR028432)E1B969(Evidence code:IEA/Database source:InterPro:IPR020894)E1BD40(Evidence code:IEA/Database source:InterPro:IPR020894)O18739(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130), PVRL4 PCDHGB1 PCDHGA7 AOC3 THBS4 HPSE CDH16 RET VCAM1 PTPRK PKP1 DCHS1 PCDHGB2 CTGF,BP,14,14 of 171,8.09,8.19,4.03E-12,2.335E-10
GO:0004867,serine-type endopeptidase inhibitor activity,P56652(Evidence code:IEA/Database source:InterPro:IPR010600)A5PK77(Evidence code:IBA/Database source:PANTHER:PTN000156122)Q5BIR5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0722)G8JKW7(Evidence code:IBA/Database source:PANTHER:PTN000156122)A5PJ69(Evidence code:IBA/Database source:PANTHER:PTN000156122)F1MG91(Evidence code:IEA/Database source:InterPro:IPR015556)F1MW38(Evidence code:IEA/Database source:InterPro:IPR004094)E1BF81(Evidence code:IBA/Database source:PANTHER:PTN000156122)A2VE29(Evidence code:IEA/Database source:InterPro:IPR010600), ITIH3 SERPINA11 SERPINB8 SERPINA3 SERPINA10 SERPINB2 CRIM1 SERPINA6 ITIH5,MF,9,9 of 43,5.2,20.93,1.315E-11,7.17E-10
GO:0009986,cell surface,A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens)F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens)P01131(Evidence code:ISS/Database source:UniProtKB:P01130)E1BG25(Evidence code:IEA/Database source:UniProtKB:P08582|ens)E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens)F1ML75(Evidence code:IEA/Database source:UniProtKB:P13504|ens)F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens)E1BIY5(Evidence code:IEA/Database source:InterPro:IPR014615)P49259(Evidence code:IEA/Database source:UniProtKB:Q13018|ens)Q9TTK6(Evidence code:ISS/Database source:UniProtKB:Q16853), LMAN2 PTPRK SORT1 LDLR MELTF CNTN2 IL1R1 CLSTN1 SULF2 PLA2R1 AOC3,CC,11,11 of 94,6.36,11.7,2.163E-11,1.114E-09
GO:0005783,endoplasmic reticulum,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9)Q0VC16(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)A5PJN2(Evidence code:IEA/Database source:InterPro:IPR007266|I)A5PKH0(Evidence code:IEA/Database source:UniProtKB:A0A024R957)Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503)F1ME65(Evidence code:IEA/Database source:UniProtKB:Q07065|ens)Q3T083(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)Q2HJD1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0256)E1BKK9(Evidence code:IEA/Database source:UniProtKB:Q8VHC3|ens)Q3SWW8(Evidence code:ISS/Database source:UniProtKB:Q9Z1T2)A6QPT7(Evidence code:IEA/Database source:InterPro:IPR033528)E1BIY5(Evidence code:IEA/Database source:InterPro:IPR014615)F1MW08(Evidence code:IEA/Database source:InterPro:IPR007266|I)Q17QK3(Evidence code:ISS/Database source:UniProtKB:Q6IRK9), ENTPD5 MIA3 ERO1A  TOR1AIP2 CLN5 CKAP4 SDF2L1 LMAN2L SELENOM THBS4 ERAP2 SULF2 ERO1B CPQ,CC,14,14 of 220,8.09,6.36,9.263E-11,4.519E-09
GO:0006898,receptor-mediated endocytosis,Q8MJ24(Evidence code:IEA/Database source:GO:0005044)P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens)Q32L50(Evidence code:IEA/Database source:GO:0005044)Q864Z4(Evidence code:IEA/Database source:GO:0030229)G3MYM8(Evidence code:IEA/Database source:GO:0005044)P45478(Evidence code:ISS/Database source:UniProtKB:P50897)A1A4K5(Evidence code:IEA/Database source:GO:0005044)P49259(Evidence code:ISS/Database source:UniProtKB:Q13018-1), LOXL4 LDLR SBSPON vldlr PRG4 PPT1 ENPP2 PLA2R1,BP,8,8 of 36,4.62,22.22,1.175E-10,5.448E-09
GO:0016757,"transferase activity, transferring glycosyl groups",Q95KW3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)E1BBP1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)Q07537(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)Q6ZXD2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)E1BKQ9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)Q5EA01(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)A5PJH9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0328)F1N283(Evidence code:IEA/Database source:InterPro:IPR002495)Q29RN2(Evidence code:IEA/Database source:InterPro:IPR002495), ART3 GALNT3 GALNT1 ST8SIA1 GALNT5 B4GAT1  UPP1 XXYLT1 GYG1,MF,9,9 of 69,5.2,13.04,5.714E-10,2.432E-08
GO:0050919,negative chemotaxis,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens)Q5EA85(Evidence code:IBA/Database source:PANTHER:PTN000744245)F1N780(Evidence code:IEA/Database source:GO:0045499)A5D7C8(Evidence code:IBA/Database source:PANTHER:PTN000744245)A7MB70(Evidence code:IBA/Database source:PANTHER:PTN000744245), SEMA3A SEMA4A EPHA7 SEMA4D SEMA3C,BP,5,5 of 4,2.89,125,5.773E-10,2.432E-08
GO:0045095,keratin filament,A6QP32(Evidence code:IEA/Database source:InterPro:IPR003054)A3KMY1(Evidence code:IEA/Database source:InterPro:IPR003054)A1A4M3(Evidence code:IEA/Database source:InterPro:IPR003054)G3X7V4(Evidence code:IEA/Database source:InterPro:IPR003054)A4FUZ0(Evidence code:IEA/Database source:InterPro:IPR003054)Q148H8(Evidence code:IEA/Database source:InterPro:IPR003054), KRT85 KRT82 KRT86 LOC787600 KRT83 KRT72,CC,6,6 of 17,3.47,35.29,2.394E-09,9.649E-08
GO:0004252,serine-type endopeptidase activity,Q2KJ63(Evidence code:IEA/Database source:InterPro:IPR001254|I)F1N1S6(Evidence code:IEA/Database source:InterPro:IPR001254|I)P00743(Evidence code:IEA/Database source:InterPro:IPR001254|I)A8E4N2(Evidence code:IEA/Database source:InterPro:IPR001254)Q0V8B6(Evidence code:IEA/Database source:InterPro:IPR036852)I2E4T6(Evidence code:IEA/Database source:InterPro:IPR037571)Q28193(Evidence code:IEA/Database source:InterPro:IPR000209|I)P98140(Evidence code:IEA/Database source:InterPro:IPR001254|I), KLKB1 C1RL F10 MASP1 TPP1 MASP2 FURIN F12,MF,8,8 of 57,4.62,14.04,3.016E-09,1.165E-07
GO:0038191,neuropilin binding,A5D7C8(Evidence code:IBA/Database source:PANTHER:PTN000112375)A7MB70(Evidence code:IBA/Database source:PANTHER:PTN000867406)Q5EA85(Evidence code:IBA/Database source:PANTHER:PTN000709529)F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens), SEMA4D SEMA3C SEMA4A SEMA3A,MF,4,4 of 1,2.31,400,4.24E-09,1.572E-07
GO:0046872,metal ion binding,Q0VD27(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q2HJD1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q17QK3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P56965(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)A6QPT7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q2T9S4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)A6QP79(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q2KJ64(Evidence code:IEA/Database source:InterPro:IPR006035|I)Q3MHX0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)O62829(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)A7MBC0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q9GLE5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)A3KLR9(Evidence code:IEA/Database source:InterPro:IPR001424|I)Q9TTK6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)O62830(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q07537(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)E1BBX5(Evidence code:IEA/Database source:InterPro:IPR002888|I)Q58DK5(Evidence code:IEA/Database source:InterPro:IPR001731)Q0V8B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)E1BIY5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P46446(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q5EA01(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)Q28193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479)A1A4K5(Evidence code:IEA/Database source:InterPro:IPR001604|I)Q8MJ24(Evidence code:IEA/Database source:UniProtKB-KW:KW-0479), ENOPH1 LMAN2L CPQ DDAH1 ERAP2 PGP COLEC12 ARG1 SUOX PPM1A AMDHD2 MMP2 ECSOD AOC3 PPM1B GALNT1 AOX2 ALAD TPP1 SULF2 ASPA ANG2 B4GAT1  FURIN ENPP2 LOXL4,MF,26,26 of 1125,15.03,2.31,5.479E-09,1.953E-07
GO:0005198,structural molecule activity,A6QQQ9(Evidence code:IEA/Database source:InterPro:IPR001664|I)Q148H8(Evidence code:IEA/Database source:InterPro:IPR001664)A6QP32(Evidence code:IEA/Database source:InterPro:IPR001664)Q2KI75(Evidence code:IEA/Database source:InterPro:IPR001664|I)A7YWM2(Evidence code:IEA/Database source:InterPro:IPR001664|I)A5PJJ1(Evidence code:IEA/Database source:InterPro:IPR001664|I)A1A4M3(Evidence code:IEA/Database source:InterPro:IPR001664)Q148J0(Evidence code:IEA/Database source:InterPro:IPR001664|I)F1MXG6(Evidence code:IEA/Database source:InterPro:IPR001664|I)G3X7V4(Evidence code:IEA/Database source:InterPro:IPR001664)A4FUZ0(Evidence code:IEA/Database source:InterPro:IPR001664)F1MSQ6(Evidence code:IEA/Database source:UniRule:UR000645361)A3KMY1(Evidence code:IEA/Database source:InterPro:IPR001664), KRT20 KRT72 KRT85 KRT222 KRT40 KRT33A KRT86 KRT34 LOC618455 LOC787600 KRT83 NEFH KRT82,MF,13,13 of 294,7.51,4.42,2.588E-08,8.884E-07
GO:0071526,semaphorin-plexin signaling pathway,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens)A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens)Q769I5(Evidence code:ISS/Database source:UniProtKB:P08581)F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens), SEMA3C SEMA4D MET SEMA3A,BP,4,4 of 3,2.31,133.33,2.942E-08,9.741E-07
GO:0005887,integral component of plasma membrane,Q08DN1(Evidence code:IEA/Database source:UniProtKB:O75509|ens)E1BD40(Evidence code:IBA/Database source:PANTHER:PTN001932250)A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens)A6QPW7(Evidence code:IBA/Database source:PANTHER:PTN000753849)Q2TBL2(Evidence code:IBA/Database source:PANTHER:PTN000589024)P49259(Evidence code:IBA/Database source:PANTHER:PTN000177070)F1N780(Evidence code:IEA/Database source:InterPro:IPR016257)A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens)F1MNL4(Evidence code:IEA/Database source:InterPro:IPR033024)E1BJP8(Evidence code:IBA/Database source:PANTHER:PTN001932250)F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens), TNFRSF21 PCDHGB2 SEMA4D TNFRSF6B CADM1 PLA2R1 EPHA7 LMAN2 NEO1 PCDHGA7 RET,CC,11,11 of 209,6.36,5.26,5.433E-08,0.000001737
GO:0030145,manganese ion binding,O62829(Evidence code:IEA/Database source:InterPro:IPR012911|I)F1N283(Evidence code:IEA/Database source:UniProtKB:Q3U4G3|ens)O62830(Evidence code:IEA/Database source:InterPro:IPR012911|I)Q07537(Evidence code:IEA/Database source:UniProtKB:Q10472|ens)E1BBP1(Evidence code:IEA/Database source:UniProtKB:Q14435|ens), PPM1A XXYLT1 PPM1B GALNT1 GALNT3,MF,5,5 of 15,2.89,33.33,6.753E-08,0.000002087
GO:0010469,regulation of signaling receptor activity,P19879(Evidence code:IEA/Database source:GO:0008083)Q3SWW8(Evidence code:IEA/Database source:GO:0008083)P22444(Evidence code:IEA/Database source:GO:0005125)A6QL48(Evidence code:IEA/Database source:GO:0005125)G3X6G7(Evidence code:IEA/Database source:GO:0005179), OGN THBS4 BMP3 IL34 METRNL,BP,5,5 of 22,2.89,22.73,3.405E-07,0.00001018
GO:0008233,peptidase activity,Q2KJ63(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)A6QPT7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q0V8B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q17QK3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P98140(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q95M12(Evidence code:IEA/Database source:InterPro:IPR001096)P00743(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q9GLE5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)P25975(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645)Q28193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0645), KLKB1 ERAP2 TPP1 CPQ F12 LGMN F10 MMP2 CTSL FURIN,MF,10,10 of 205,5.78,4.88,4.119E-07,0.00001193
GO:0007411,axon guidance,Q5EA01(Evidence code:IEA/Database source:UniProtKB:Q8BWP8|ens)A7MB70(Evidence code:ISS/Database source:UniProtKB:Q62181)F1MNL4(Evidence code:IEA/Database source:InterPro:IPR033024)E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens)F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens), B4GAT1  SEMA3C NEO1 CNTN2 SEMA3A,BP,5,5 of 24,2.89,20.83,4.963E-07,0.00001394
GO:0030215,semaphorin receptor binding,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens)A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens)A5D7C8(Evidence code:IEA/Database source:UniProtKB:O09126|ens), SEMA3A SEMA3C SEMA4D,MF,3,3 of 1,1.73,300,6.228E-07,0.00001698
GO:0030424,axon,F1MEW1(Evidence code:IBA/Database source:PANTHER:PTN000112586)E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens)F1MME1(Evidence code:IEA/Database source:UniProtKB:P35822|ens)Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens)P45478(Evidence code:ISS/Database source:UniProtKB:P50897)F1MSQ6(Evidence code:IEA/Database source:UniProtKB:P19246|ens), SEMA3A CNTN2 PTPRK TNFRSF21 PPT1 NEFH,CC,6,6 of 56,3.47,10.71,0.000001212,0.0000321
GO:0005520,insulin-like growth factor binding,F1MW38(Evidence code:IEA/Database source:InterPro:IPR000867)A5D7V3(Evidence code:IEA/Database source:InterPro:IPR000867)Q05717(Evidence code:IEA/Database source:InterPro:IPR000867|I)O18739(Evidence code:IEA/Database source:InterPro:IPR000867), CRIM1 ESM1 IGFBP5 CTGF,MF,4,4 of 12,2.31,33.33,0.000001471,0.00003787
GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,E1BKQ9(Evidence code:IEA/Database source:UniProtKB:Q7Z7M9|ens)Q07537(Evidence code:IEA/Database source:EC:2.4.1.41)E1BBP1(Evidence code:IEA/Database source:UniProtKB:Q14435|ens), GALNT5 GALNT1 GALNT3,MF,3,3 of 2,1.73,150,0.000001551,0.00003885
GO:0005975,carbohydrate metabolic process,Q29444(Evidence code:IEA/Database source:InterPro:IPR006103)Q9MYM4(Evidence code:IEA/Database source:InterPro:IPR000322|I)Q2T9S4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0119)A7MBC0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0119)Q1JPE3(Evidence code:IEA/Database source:InterPro:IPR018484)Q95M17(Evidence code:IEA/Database source:InterPro:IPR001223|I)G3MY87(Evidence code:IEA/Database source:InterPro:IPR000322|I)E1BDR2(Evidence code:IEA/Database source:InterPro:IPR000514), MANBA GAA PGP AMDHD2 CARKL CHIA MGAM IDUA,BP,8,8 of 144,4.62,5.56,0.000002277,0.00005554
GO:0006486,protein glycosylation,Q5EA01(Evidence code:IEA/Database source:UniPathway:UPA00378)E1BPW0(Evidence code:IEA/Database source:UniPathway:UPA00378)Q07537(Evidence code:IEA/Database source:UniPathway:UPA00378)E1BKQ9(Evidence code:IEA/Database source:UniPathway:UPA00378)E1BBP1(Evidence code:IEA/Database source:UniPathway:UPA00378)Q6ZXD2(Evidence code:IEA/Database source:InterPro:IPR001675|I), B4GAT1  ENTPD5 GALNT1 GALNT5 GALNT3 ST8SIA1,BP,6,6 of 66,3.47,9.09,0.000002938,0.00006983
GO:0005518,collagen binding,F1MMI6(Evidence code:IEA/Database source:UniProtKB:Q8TF66|ens)Q05443(Evidence code:IEA/Database source:UniProtKB:P51884|ens)P21793(Evidence code:IEA/Database source:InterPro:IPR028549)Q3SYW7(Evidence code:IEA/Database source:InterPro:IPR037641), LRRC15 LUM DCN SPARCL1,MF,4,4 of 15,2.31,26.67,0.000003091,0.00007164
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",E1BDR2(Evidence code:IEA/Database source:InterPro:IPR000514)G3MY87(Evidence code:IEA/Database source:InterPro:IPR000322)Q95M17(Evidence code:IEA/Database source:InterPro:IPR001579)Q29444(Evidence code:IEA/Database source:InterPro:IPR006103)Q9MYM4(Evidence code:IEA/Database source:InterPro:IPR000322), IDUA MGAM CHIA MANBA GAA,MF,5,5 of 38,2.89,13.16,0.000003773,0.00008491
GO:0005044,scavenger receptor activity,G3MYM8(Evidence code:IEA/Database source:InterPro:IPR001212|I)A1A4K5(Evidence code:IEA/Database source:InterPro:IPR001212|I)Q8MJ24(Evidence code:IEA/Database source:InterPro:IPR001190)Q32L50(Evidence code:IEA/Database source:InterPro:IPR001212|I), PRG4 ENPP2 LOXL4 SBSPON,MF,4,4 of 16,2.31,25,0.000003847,0.00008491
GO:0016740,transferase activity,P00570(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q07537(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q6ZXD2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)F1N283(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)F1MS00(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)E1BBP1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q9XSC6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)A5PJH9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q2KIW4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)F1N780(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)E1BKQ9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q769I5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q95KW3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q29RN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q5EA01(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808), AK1 GALNT1 ST8SIA1 XXYLT1 RET GALNT3 CKM UPP1 LCAT EPHA7 GALNT5 MET ART3 GYG1 B4GAT1 ,MF,15,15 of 633,8.67,2.37,0.000004954,0.0001068
GO:0055114,oxidation-reduction process,A3KLR9(Evidence code:IEA/Database source:InterPro:IPR018152)Q8MJ24(Evidence code:IEA/Database source:InterPro:IPR001695|I)E1BBX5(Evidence code:IEA/Database source:InterPro:IPR002346|I)Q3MHX0(Evidence code:IEA/Database source:InterPro:IPR005066|I)Q9TTK6(Evidence code:IEA/Database source:InterPro:IPR000269|I)E1BKZ1(Evidence code:IEA/Database source:InterPro:IPR004099|I)F1MW08(Evidence code:IEA/Database source:InterPro:IPR007266|I)A5PJN2(Evidence code:IEA/Database source:InterPro:IPR007266|I), ECSOD LOXL4 AOX2 SUOX AOC3 GSR ERO1B ERO1A ,BP,8,8 of 162,4.62,4.94,0.000005206,0.0001085
GO:0004721,phosphoprotein phosphatase activity,F1MME1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0904)F1MFJ3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0904)O62829(Evidence code:IEA/Database source:InterPro:IPR012911|I)O62830(Evidence code:IEA/Database source:InterPro:IPR012911|I)Q2T9S4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0904), PTPRK PTPRG PPM1A PPM1B PGP,MF,5,5 of 41,2.89,12.2,0.0000053,0.0001085
GO:0035335,peptidyl-tyrosine dephosphorylation,Q2T9S4(Evidence code:ISS/Database source:UniProtKB:Q8CHP8)F1MFJ3(Evidence code:IEA/Database source:GO:0004725)F1MME1(Evidence code:IEA/Database source:GO:0004725), PGP PTPRG PTPRK,BP,3,3 of 4,1.73,75,0.000005383,0.0001085
